wai_gi,age,wgt,hgt,sex,y_hat,a,b,chunk
71.5,21,65.6,174.0,1,65.56380331037755,114.3336148693007,-33.19301631493141,1.0
79.0,23,71.8,175.3,1,72.78365127513842,125.15966154283726,-36.35425596397249,1.0
77.8,23,72.6,186.5,1,76.69727679629912,126.21586121830424,-36.3542559639725,1.0
80.0,22,78.8,187.2,1,78.95668880118083,133.0811591088396,-34.773636139451945,1.0
82.5,21,74.8,181.5,1,78.63814285635789,126.47991113717096,-33.1930163149314,1.0
76.8,27,78.4,184.5,1,74.92300608614661,139.15430724277476,-42.67673526205468,1.0
77.5,21,81.6,184.0,1,75.32078781050683,135.45760837864034,-33.19301631493141,1.0
81.9,23,76.6,180.0,1,77.44028446614851,131.49685959563914,-36.35425596397248,1.0
82.6,22,83.6,177.8,1,77.08272239384075,139.4183571616415,-34.773636139451945,1.0
85.6,26,74.6,176.0,1,78.93983945723352,132.81710918997288,-41.096115437534124,1.0
78.0,23,71.0,174.0,1,71.32040448126094,124.10346186737027,-36.354255963972484,1.0
82.0,22,79.6,184.0,1,79.30612708265684,134.1373587843066,-34.77363613945193,1.0
73.6,22,70.0,171.5,1,66.31282860306527,121.46296267870282,-34.77363613945194,1.0
78.5,29,72.4,173.0,1,71.31890007555137,133.87330886543987,-45.83797491109574,1.0
87.3,22,85.9,176.0,1,80.44541207115685,142.45493122860904,-34.77363613945194,1.0
92.0,22,78.8,176.0,1,84.60787753318021,133.0811591088396,-34.773636139451945,1.0
80.0,20,77.8,180.5,1,75.97974560254829,129.12041032583846,-31.61239649041086,1.0
74.5,22,66.2,172.7,1,67.64308031396678,116.44601422023467,-34.773636139451945,1.0
81.4,26,81.8,173.5,1,74.1093897689112,142.32290626917575,-41.096115437534145,1.0
85.0,21,82.8,180.3,1,80.31903637330308,137.0419078918408,-33.19301631493141,1.0
73.5,24,76.4,180.3,1,70.13428045558632,132.55305927110612,-37.934875788493045,1.0
75.8,23,63.2,164.5,1,65.15097752892152,113.80551503156724,-36.35425596397249,1.0
77.5,23,74.8,183.5,1,75.09862787031037,129.12041032583846,-36.354255963972506,1.0
74.0,25,70.0,175.5,1,68.44436050438364,125.42371146170399,-39.51549561301356,1.0
74.0,23,72.4,188.0,1,73.99835900929514,125.95181129943751,-36.354255963972484,1.0
82.0,23,84.1,189.2,1,81.61659046070002,141.3987315531421,-36.354255963972506,1.0
73.0,23,69.1,172.8,1,66.35906587795608,121.59498763813619,-36.354255963972484,1.0
75.0,22,67.2,182.0,1,72.21807067630428,117.76626381456839,-34.773636139451945,1.0
78.8,22,68.6,177.8,1,73.71732478624739,119.61461324663563,-34.77363613945196,1.0
77.5,24,80.1,184.2,1,75.40965178658539,137.4379827701409,-37.93487578849305,1.0
84.9,23,84.7,171.4,1,76.27602634286941,142.19088130974234,-36.35425596397251,1.0
79.1,24,73.4,172.7,1,71.71698268105348,128.59231048810497,-37.93487578849304,1.0
77.9,35,72.1,175.3,1,71.80945723083508,141.39873155314206,-55.32169385821901,1.0
84.7,23,84.1,188.0,1,83.47461016751856,141.3987315531421,-36.354255963972506,1.0
79.7,25,74.9,172.1,1,71.98176932243774,131.89293447393928,-39.51549561301358,1.0
73.1,29,59.1,167.0,1,63.87057366661381,116.3139892608013,-45.83797491109574,1.0
79.8,23,75.6,169.5,1,70.91510072835283,130.17661000130542,-36.35425596397249,1.0
77.9,28,71.6,177.0,1,72.56480102750305,131.49685959563914,-44.257355086575195,1.0
77.8,35,68.2,167.0,1,68.03303912863717,136.24975813524057,-55.321693858219,1.0
72.7,23,66.1,171.8,1,65.64905671275315,117.63423885513502,-36.354255963972506,1.0
75.0,23,72.0,182.0,1,72.21807067630428,125.42371146170402,-36.3542559639725,1.0
82.7,21,74.8,177.8,1,77.17128548877741,126.47991113717096,-33.1930163149314,1.0
80.0,26,70.0,164.5,1,68.87062751626155,126.74396105603773,-41.09611543753414,1.0
76.2,36,63.2,175.5,1,70.3927485929903,130.96875975790564,-56.90231368273953,1.0
80.9,27,67.7,167.4,1,70.95622302383103,125.0276365834039,-42.676735262054656,1.0
73.5,27,66.0,181.1,1,70.48973635990063,122.78321227303655,-42.67673526205467,1.0
70.9,23,68.2,177.0,1,66.36538438193634,120.40676300323582,-36.35425596397249,1.0
76.1,31,63.9,174.5,1,69.85986561766072,125.29168650227064,-48.999214560136835,1.0
81.0,26,72.0,177.5,1,75.5324169107362,129.3844602447052,-41.09611543753412,1.0
76.8,24,74.5,182.4,1,73.98993433732147,130.04458504187204,-37.93487578849304,1.0
79.0,21,80.9,175.5,1,72.87251525121701,134.5334336626067,-33.19301631493141,1.0
77.5,25,72.7,180.6,1,73.81010021717088,128.98838536640508,-39.51549561301358,1.0
75.2,34,68.0,184.4,1,73.46156457912065,134.6654586220401,-53.74107403369846,1.0
82.0,31,70.9,175.5,1,75.52940809931701,134.5334336626067,-48.99921456013683,1.0
75.2,21,72.5,177.0,1,70.17359746421303,123.44333707020343,-33.193016314931405,1.0
81.5,25,75.5,181.6,1,77.7969438950305,132.68508423053947,-39.51549561301357,1.0
79.9,29,73.0,176.5,1,74.11390298603993,134.6654586220401,-45.837974911095735,1.0
73.5,27,70.2,175.0,1,67.77938508950382,128.3282605692382,-42.67673526205467,1.0
81.5,26,70.5,165.1,1,70.46566586854732,127.4040858532046,-41.09611543753412,1.0
74.0,22,68.9,177.0,1,69.11084032497303,120.01068812493574,-34.773636139451945,1.0
76.2,38,68.4,176.5,1,70.83706847338323,140.47455683710848,-60.06355333178063,1.0
81.0,21,75.7,182.1,1,77.57628836054363,127.66813577207134,-33.193016314931405,1.0
88.8,24,84.5,179.8,1,83.46227404069998,143.24708098520932,-37.93487578849305,1.0
77.0,22,73.2,177.3,1,71.9010291371909,125.68776138057075,-34.77363613945195,1.0
81.1,23,72.7,170.2,1,72.37744487880454,126.34788617773762,-36.35425596397249,1.0
70.8,25,64.1,177.8,1,66.63227719131399,117.63423885513501,-39.51549561301357,1.0
73.3,27,72.3,172.7,1,66.58032317472677,131.10078471733902,-42.67673526205467,1.0
75.9,21,65.0,165.1,1,65.50613255209393,113.5414651127005,-33.19301631493143,1.0
75.0,25,65.0,165.1,1,64.70906469766393,118.82246349003537,-39.51549561301357,1.0
75.0,27,66.8,185.4,1,73.72875826964022,123.83941194850354,-42.67673526205467,1.0
82.5,21,79.5,177.8,1,76.9941592989041,132.6850842305395,-33.19301631493141,1.0
83.7,30,78.6,177.8,1,78.0569164381441,143.37910594464267,-47.41859473561631,1.0
76.7,26,71.8,177.8,1,71.85749979257739,129.1204103258384,-41.096115437534124,1.0
90.6,33,72.2,163.8,1,77.94729166327326,138.89025732390803,-52.16045420917793,1.0
76.7,27,73.6,190.5,1,77.50036227356748,132.81710918997285,-42.67673526205467,1.0
80.1,33,69.1,168.9,1,70.91419808492708,134.79748358147344,-52.16045420917793,1.0
73.7,30,64.5,175.3,1,68.08980724349504,124.76358666453714,-47.418594735616296,1.0
76.1,20,69.1,170.2,1,67.94929013197117,117.63423885513501,-31.612396490410873,1.0
80.0,32,72.0,177.8,1,74.7800819254874,137.30595781070753,-50.57983438465735,1.0
81.8,28,71.4,180.3,1,77.4850173353297,131.2328096767724,-44.25735508657521,1.0
84.4,31,72.7,171.4,1,75.83321086818609,136.9098829324074,-48.99921456013683,1.0
72.9,29,63.6,177.8,1,68.49210218498402,122.25511243530306,-45.83797491109575,1.0
77.0,25,68.6,167.6,1,67.59112629737959,123.57536202963678,-39.51549561301357,1.0
75.0,24,67.7,175.3,1,69.24112747767174,121.06688780040271,-37.934875788493045,1.0
80.6,33,66.4,165.1,1,69.6685980141173,131.23280967677243,-52.16045420917793,1.0
81.2,37,70.5,181.6,1,77.53125461022049,141.92683139087558,-58.482933507260086,1.0
77.9,24,65.9,170.2,1,69.54342584083119,118.69043853060202,-37.93487578849303,1.0
85.3,24,81.8,177.8,1,79.47392595713077,139.68240708050826,-37.934875788493045,1.0
79.5,25,69.1,167.6,1,69.80520367079626,124.23548682680365,-39.51549561301358,1.0
76.5,30,75.5,180.3,1,72.79117330368635,139.28633220220814,-47.4185947356163,1.0
88.4,26,79.5,182.9,1,84.48541329017135,139.28633220220814,-41.09611543753412,1.0
84.2,35,73.6,176.5,1,77.92211606831663,143.37910594464267,-55.321693858219,1.0
83.9,27,80.5,177.8,1,78.23404262801745,141.92683139087558,-42.67673526205467,1.0
79.5,32,70.0,171.4,1,71.49361921628937,134.6654586220401,-50.579834384657374,1.0
89.2,22,84.1,185.4,1,86.304717750647,140.07848195880834,-34.773636139451945,1.0
85.7,33,67.7,170.5,1,76.58464321000912,132.94913414940626,-52.16045420917792,1.0
80.3,21,75.0,182.9,1,77.31180260030129,126.7439610560377,-33.193016314931405,1.0
78.1,24,73.9,174.0,1,71.40896757619763,129.25243528527182,-37.934875788493045,1.0
92.5,35,72.3,160.0,1,77.94157492157683,141.66278147200887,-55.32169385821901,1.0
79.1,32,67.3,175.3,1,72.87221437007508,131.10078471733902,-50.57983438465736,1.0
85.8,27,77.7,175.9,1,79.07253365906755,138.23013252674116,-42.67673526205467,1.0
79.7,19,76.6,177.8,1,74.51439264067739,126.21586121830424,-30.031776665890312,1.0
85.4,30,71.8,179.1,1,80.14010489657824,134.40140870317333,-47.41859473561628,1.0
80.7,25,73.2,180.3,1,76.51082329102638,129.64851016357193,-39.51549561301357,1.0
70.2,28,65.9,183.0,1,68.41136199973718,123.9714369079369,-44.2573550865752,1.0
71.8,30,62.3,170.2,1,64.14107704969447,121.85903755700295,-47.418594735616296,1.0
82.4,24,84.1,177.8,1,76.90559620396743,142.71898114747583,-37.93487578849304,1.0
78.0,25,63.0,157.0,0,63.7669665145813,116.18196430136791,-39.51549561301357,1.0
74.5,22,69.8,166.0,0,64.66613711533421,121.1989127598361,-34.77363613945196,1.0
73.5,28,66.8,176.2,0,68.31256894597533,125.15966154283726,-44.257355086575195,1.0
66.5,32,55.2,172.5,0,60.46916874295482,115.12576462590093,-50.57983438465737,1.0
69.5,25,62.5,172.9,0,63.30378954321199,115.52183950420107,-39.51549561301358,1.0
75.0,23,68.8,167.6,0,65.81986439864625,121.19891275983608,-36.35425596397249,1.0
