phone_brand,phone_model,price_usd,storage,ram,y_hat,a,b,chunk
apple,Apple iPhone 16 Plus,1327.32,512,8,547.068530869858,1845.6779746031968,-1910.9313247415168,17.0
apple,Apple iPhone 13 Pro Max,814.11,1000,6,360.3832002248084,1820.3808312351337,-1172.0672488814428,17.0
google,Google Pixel 8 Pro,852.29,1000,12,465.4087389528043,1858.6928079821646,-1227.0346704366298,17.0
samsung,Samsung Galaxy Z Fold4,853.16,1000,12,465.6724017416353,1859.5658153098213,-1228.2872020435711,17.0
huawei,Huawei P60 Pro,1290.0,512,12,598.0614278024515,1808.228970616837,-1857.2020378782483,17.0
samsung,Samsung Galaxy Z Fold5,1375.0,512,12,623.8215853319117,1893.5227899855556,-1979.5758155679007,17.0
samsung,Samsung Galaxy Z Fold5,880.0,1000,12,473.8065503074084,1886.4985930963676,-1266.9285219634564,17.0
xiaomi,Xiaomi 13 Ultra,1349.0,512,12,615.942007734665,1867.4329158257128,-1942.1438365098895,17.0
apple,Apple iPhone 16 Plus,1294.9,512,8,537.2433037274451,1813.1459084392695,-1864.2565262391815,17.0
apple,Apple iPhone 13 Pro Max,803.58,1000,6,357.1919712979236,1809.8144322003968,-1156.9072973629482,17.0
honor,Honor Magic V2,1292.78,512,16,661.207057875414,1811.018580238544,-1861.2043802544515,17.0
huawei,Huawei Pura 70 Pro,1365.27,512,12,620.8728049464805,1883.759156309584,-1965.5676172511912,17.0
samsung,Samsung Galaxy S23 Ultra,1296.19,512,12,599.9373733919499,1814.440367580277,-1866.1137282770599,17.0
samsung,Samsung Galaxy S23 Ultra,884.7,1000,12,475.2309354884492,1891.2148395791085,-1273.6950720239433,17.0
samsung,Samsung Galaxy Z Fold5,880.12,1000,12,473.8429175886264,1886.6190079001822,-1267.1012849437243,17.0
sony,Sony Xperia 1 VI,1372.68,512,12,623.1184845616958,1891.1947704451393,-1976.2357312827246,17.0
xiaomi,Xiaomi 14 Ultra,1340.1,512,16,675.5478891024028,1858.5021512094586,-1929.330582140032,17.0
huawei,Huawei Pura 70 Pro,1300.0,512,12,601.0920345706234,1818.2635376013925,-1871.5989529005606,17.0
xiaomi,Xiaomi 13 Ultra,1305.0,512,12,602.6073379547092,1823.28082109367,-1878.7974104117168,17.0
