phone_brand,phone_model,price_usd,storage,ram,y_hat,a,b,chunk
apple,Apple iPhone XS Max,304.87,512,4,174.90102046672322,819.6936732673561,-438.9187482852261,7.0
apple,Apple iPhone XS,291.6,512,4,170.87940528535927,806.3778028788515,-419.8140420506181,7.0
apple,Apple iPhone 11 Pro,377.32,512,4,196.8577665021278,892.394111070458,-543.2243976218765,7.0
apple,Apple iPhone 13 Pro,609.99,256,6,298.522454872886,868.9834662954911,-878.1974194460101,7.0
asus,Asus Zenfone 9,606.11,256,8,328.4981401425407,865.0900543054839,-872.6114164173532,7.0
asus,Asus Zenfone 10,632.87,256,8,336.6080438541684,891.9425555561533,-911.1375610170599,7.0
google,Google Pixel 8,543.97,256,8,309.6659496851213,802.735255063458,-783.1489864687061,7.0
google,Google Pixel 6 Pro,369.88,512,12,319.2092378494293,884.928393233949,-532.5130928452764,7.0
honor,Honor 90,315.89,512,12,302.84699190806987,830.7517660843357,-454.7841486398139,7.0
honor,Honor 200,572.29,256,12,380.5517494439944,831.1531487637181,-823.9210498118938,7.0
motorola,Motorola ThinkPhone,571.04,256,8,317.8698022065622,829.8988278906487,-822.1214354341047,7.0
motorola,Motorola Razr 40 Ultra,629.74,256,12,397.96258532714126,888.8017360899875,-906.6313266150763,7.0
motorola,Motorola Edge 50 Pro,631.79,256,12,398.58385971461655,890.8588223218213,-909.58269419465,7.0
nothing,Nothing Phone (2),562.57,256,12,377.6059996653314,821.3995496547308,-809.9272484102067,7.0
oneplus,OnePlus 10 Pro,622.08,256,12,395.6411405427217,881.1152577798184,-895.6032897079854,7.0
oneplus,OnePlus 12R,603.5,256,16,452.3133945588691,862.4710323225148,-868.8538215965295,7.0
oneplus,OnePlus 11,628.51,256,16,459.8929420860668,887.5674843508872,-904.860506067332,7.0
samsung,Samsung Galaxy S20+ 5G,604.79,256,12,390.4012214405527,863.7654914635223,-870.7110236344076,7.0
samsung,Samsung Galaxy A52,540.0,256,6,277.31123810245174,798.7515319705894,-777.4334112048482,7.0
xiaomi,Xiaomi Poco F6,340.2,512,12,310.2143969614955,855.1457984237896,-489.7830490590545,7.0
xiaomi,Xiaomi Poco F5 Pro,588.39,256,12,385.4310263407509,847.3088016088523,-847.1000829978162,7.0
xiaomi,Xiaomi Redmi Note 13 Pro+,339.12,512,8,247.58397003912225,854.0620651894575,-488.2281822366448,7.0
xiaomi,Xiaomi Redmi Note 13 Pro+,363.95,512,12,317.4120880359035,878.9778950121081,-523.9757222370456,7.0
zte,ZTE nubia Flip,539.99,256,8,308.4597681913889,798.7414974036051,-777.419014289826,7.0
apple,Apple iPhone 11 Pro Max,341.96,512,4,186.14154096987235,856.9118822130711,-492.3169061029814,7.0
apple,Apple iPhone 14 Pro,603.41,256,6,296.528315619429,862.3807212196539,-868.7242493613288,7.0
apple,Apple iPhone 15 Plus,629.99,256,6,304.58366840922963,889.0526002646014,-906.991249490634,7.0
apple,Apple iPhone 13 Pro Max,538.95,256,6,276.9930243917937,797.6979024372113,-775.9217351275056,7.0
asus,Asus ROG Phone 6,697.0,128,12,418.34644644986474,827.8517762257998,-1003.4649770551468,7.0
google,Google Pixel 7 Pro,360.0,512,12,316.2149983624756,875.0142410532086,-518.2889408032322,7.0
honor,Honor 70,620.0,256,8,332.70765294353134,879.0280678470308,-892.6087313833443,7.0
nothing,Nothing Phone (2),590.0,256,12,385.9189540304267,848.9243668933651,-849.4179863164082,7.0
oneplus,OnePlus 10T,599.99,256,16,451.24965158324096,858.9488993109359,-863.800504423698,7.0
