phone_brand,phone_model,price_usd,storage,ram,y_hat,a,b,chunk
apple,Apple iPhone 16 Pro,1357.55,256,8,556.2300551300413,1619.1275557928957,-1954.4531988539666,15.0
apple,Apple iPhone 15 Pro Max,1079.75,512,8,472.039799110229,1597.2521997665651,-1554.5068995341387,15.0
apple,Apple iPhone 16,1165.32,512,8,497.972701225475,1683.1179894534037,-1677.7013013800624,15.0
google,Google Pixel 9 Pro XL,1162.06,512,16,621.5909662018723,1679.8467206164387,-1673.0079070827885,15.0
huawei,Huawei P60 Pro,1143.72,512,12,553.7297119976347,1661.443324766765,-1646.6039649318693,15.0
samsung,Samsung Galaxy S22 Ultra 5G,592.92,1000,12,386.8038912067327,1598.426244103758,-853.6218855029235,15.0
samsung,Samsung Galaxy S24 Ultra,1100.52,512,12,540.6374907591326,1618.0939953934862,-1584.4092920354806,15.0
sony,Sony Xperia 1 VI,1131.84,512,12,550.1293511570466,1649.5222591891134,-1629.500429885362,15.0
xiaomi,Xiaomi 14 Ultra,1164.24,512,16,622.2516384773338,1682.034256219072,-1676.1464345576528,15.0
apple,Apple iPhone 16 Pro,1099.99,512,8,478.1737472090087,1617.5621633433047,-1583.6462555392982,15.0
apple,Apple iPhone 15 Pro,1099.99,512,8,478.1737472090087,1617.5621633433047,-1583.6462555392982,15.0
apple,Apple iPhone 13 Pro Max,624.4,1000,6,302.8895592258216,1630.0150609711377,-898.9433739931617,15.0
apple,Apple iPhone 13 Pro,662.54,1000,6,314.44829343962874,1668.286899450231,-953.8532078882597,15.0
google,Google Pixel 8 Pro,609.99,1000,12,391.977136960002,1615.5552499463936,-878.1974194460101,15.0
honor,Honor Magic V2,1148.5,512,16,617.4814634242315,1666.2398477853822,-1653.4856903125337,15.0
samsung,Samsung Galaxy Z Fold4,629.77,1000,12,397.9716771474458,1635.4036234418438,-906.6745173601431,15.0
samsung,Samsung Galaxy Z Flip6,1099.99,512,12,540.4768686004195,1617.5621633433047,-1583.6462555392982,15.0
samsung,Samsung Galaxy Z Flip6,1099.99,512,12,540.4768686004195,1617.5621633433047,-1583.6462555392982,15.0
apple,Apple iPhone 16 Pro,1424.52,256,8,576.5260286564877,1686.329050888461,-2050.8693387583894,15.0
apple,Apple iPhone 15 Pro Max,1123.81,512,8,485.3926525307939,1641.464501900515,-1617.939707122445,15.0
apple,Apple iPhone 16,1165.28,512,8,497.9605787984024,1683.0778511854653,-1677.6437137199734,15.0
apple,Apple iPhone 13 Pro,681.08,1000,6,320.06703838781925,1686.8909866395963,-980.5450883396261,15.0
asus,Asus ROG Phone 7,1102.03,512,16,603.3982337725372,1619.6092150081543,-1586.58322620385,15.0
google,Google Pixel 9 Pro XL,1424.52,256,16,701.1322714393091,1686.329050888461,-2050.8693387583894,15.0
zte,ZTE nubia Z50S Pro,676.62,1000,12,412.17006985633066,1682.4155697644846,-974.1240642396749,15.0
vivo,vivo iQOO 12,596.99,1000,16,450.3404695527894,1602.510312866472,-859.4814299170043,15.0
