phone_brand,phone_model,price_usd,storage,ram,y_hat,a,b,chunk
motorola,Motorola Moto E22,99.4,64,4,112.6311432010976,163.9648245276311,-143.10533532178135,0.0
motorola,Motorola Moto G51 5G,106.73,64,6,146.00413865787283,171.32016212731,-153.65827403313605,0.0
motorola,Motorola Moto E13,92.87,64,4,110.6521569814814,157.41225228671658,-133.7041498122116,0.0
nokia,Nokia C22,117.19,64,3,102.44681229382252,181.81631919315467,-168.71744714647437,0.0
nokia,Nokia C32,97.53,64,4,112.06441973544943,162.08836050151925,-140.413112212609,0.0
nokia,Nokia C31,142.93,32,4,125.82337446294936,175.53468026082322,-205.77510641390552,0.0
nokia,Nokia G10,111.22,32,4,116.21332040107664,143.7150683527988,-160.12248887815412,0.0
nokia,Nokia G11,103.66,64,4,113.92218168433875,168.23955006305158,-149.23842112128625,0.0
nokia,Nokia C21 Plus,97.97,32,3,96.62198608539634,130.41926709826322,-141.0465764735907,0.0
nokia,Nokia G21,96.26,64,4,111.67953267589164,160.81397049448077,-138.58470400477535,0.0
oppo,Oppo A16,90.9,64,4,110.05512744815157,155.43544259075918,-130.86795755281614,0.0
realme,Realme C11,102.59,32,3,98.02212641229173,135.05523704512768,-147.69795121389885,0.0
samsung,Samsung Galaxy A03,140.39,32,4,125.05360034383372,172.98590024674616,-202.11828999823825,0.0
samsung,Samsung Galaxy S9+,127.27,64,6,152.22900495969768,191.93116271358628,-183.22953748896487,0.0
samsung,Samsung Galaxy A03s,125.24,32,3,104.8864507422008,157.7835312651451,-180.30696373943553,0.0
samsung,Samsung Galaxy A03s,149.04,32,4,127.67507519830232,181.66580068838638,-214.57162149253816,0.0
samsung,Samsung Galaxy A13,117.71,32,4,118.18018419362012,150.22750232577508,-169.4660867276346,0.0
samsung,Samsung Galaxy A13,118.69,64,4,118.47718365690096,183.32150424083795,-170.8769843998212,0.0
samsung,Samsung Galaxy A04s,131.44,32,4,122.34120728631996,164.00496279556933,-189.23305105326904,0.0
samsung,Samsung Galaxy A04e,113.76,32,4,116.98309452019224,146.2638483668758,-163.77930529382138,0.0
samsung,Samsung Galaxy A02,151.09,32,3,112.72056923792486,183.72288692022013,-217.52298907211207,0.0
samsung,Samsung Galaxy A02s,140.39,32,2,93.90203964812838,172.98590024674616,-202.11828999823825,0.0
samsung,Samsung Galaxy M11,119.87,64,4,118.83479525554522,184.50558314501546,-172.57582037245402,0.0
samsung,Samsung Galaxy A12 Nacho,131.58,32,4,122.3836357810744,164.14544673335308,-189.4346078635814,0.0
tecno,Tecno Spark Go 2023,118.57,64,3,102.8650360278302,183.20108943702326,-170.7042214195534,0.0
xiaomi,Xiaomi Redmi 12C,91.79,64,3,94.74907110266618,156.32851905238462,-132.1492829898019,0.0
xiaomi,Xiaomi Redmi 12C,104.94,64,4,114.31009935066474,169.52397463707462,-151.08122624414216,0.0
xiaomi,Xiaomi Redmi A1+,77.75,32,3,90.494099200153,110.12937265549274,-111.93601429847585,0.0
xiaomi,Xiaomi Redmi A2+,102.44,32,3,97.97666731076912,134.90471854035937,-147.48199748856422,0.0
xiaomi,Xiaomi Redmi A2,80.99,64,3,91.47601579304066,145.49118670906506,-116.60061476570492,0.0
xiaomi,Xiaomi Redmi 10A,89.22,32,3,93.97020516324604,121.6390209867775,-128.44927582906772,0.0
xiaomi,Xiaomi Redmi 10A,104.66,64,3,98.64946201330326,169.24300676150708,-150.67811262351745,0.0
xiaomi,Xiaomi Redmi 10C,116.1,64,4,117.69225650394446,180.72255139183815,-167.14818340904233,0.0
xiaomi,Xiaomi Poco C40,116.64,64,4,117.85590926942572,181.26441800900417,-167.92561682024726,0.0
xiaomi,Xiaomi Redmi Note 9,126.06,64,4,120.71074084504356,190.71698010845515,-181.48751077126516,0.0
xiaomi,Xiaomi Redmi 9C,91.25,32,3,94.5854183371849,123.67603808464216,-131.37184957859705,0.0
xiaomi,Xiaomi Redmi 9C,110.69,64,3,100.47691789451083,175.29385065319383,-159.35945238197155,0.0
xiaomi,Xiaomi Redmi 9A,66.36,32,3,87.04223809120533,98.70000086008442,-95.53792808806247,0.0
xiaomi,Xiaomi Redmi 9,118.79,64,4,118.50748972458268,183.42184991068356,-171.02095355004437,0.0
motorola,Motorola Moto G Power (2021),64.95,64,4,102.19070288474578,129.39574126583858,-93.50796306991647,0.0
motorola,Motorola Moto G Power (2022),59.98,128,4,100.6844913209644,188.6297901756676,-86.35269630382741,0.0
motorola,Motorola Moto E13,60.0,64,4,100.69055253450074,124.4286306084838,-86.38149013387203,0.0
nokia,Nokia C32,110.26,64,4,115.92238215133212,174.86236427285797,-158.7403850360122,0.0
nokia,Nokia G100,56.87,128,4,99.74197261606298,185.509039843471,-81.87525573188837,0.0
realme,Realme C35,109.0,64,6,146.69208639424784,173.59800883280403,-156.92637374320086,0.0
samsung,Samsung Galaxy A03,99.0,32,4,112.5099189303707,131.45282749767244,-142.52945872088884,0.0
samsung,Samsung Galaxy A03s,68.49,32,3,87.68775733282592,100.83736362779469,-98.60447098781492,0.0
samsung,Samsung Galaxy A03s,130.0,32,4,121.90479991170324,162.55998514979336,-187.15989529005606,0.0
samsung,Samsung Galaxy A03s,159.99,32,3,115.41780926159775,192.65365153647423,-230.33624344196977,0.0
samsung,Samsung Galaxy A13,87.0,32,4,108.87319080856456,119.41134711620623,-125.25316069411443,0.0
samsung,Samsung Galaxy A13,104.0,64,4,114.0252223144566,168.58072534052644,-149.72791623204486,0.0
samsung,Samsung Galaxy A23 5G,100.0,64,6,143.96454030289323,164.56689854670435,-143.96915022312004,0.0
samsung,Samsung Galaxy A04s,119.99,32,4,118.87116253676328,152.51538359825366,-172.7485833527217,0.0
samsung,Samsung Galaxy A14 5G,59.95,128,4,100.67539950065988,188.59968647471393,-86.30950555876052,0.0
samsung,Samsung Galaxy A04e,83.0,32,4,107.66094810129584,115.39752032238418,-119.49439468518966,0.0
