phone_brand,phone_model,price_usd,storage,ram,y_hat,a,b,chunk
asus,Asus ROG Phone 8 Pro,1295.99,1000,24,786.7861254308184,2303.926545086877,-1865.8257899766138,22.0
huawei,Huawei Pura 70 Ultra,1381.58,1000,16,688.1188459767794,2389.8124039076843,-1989.0489856525815,22.0
apple,Apple iPhone 16 Pro,1299.99,1000,8,538.7858825724445,2307.940371880699,-1871.584555985538,22.0
apple,Apple iPhone 15 Pro,1299.99,1000,8,538.7858825724445,2307.940371880699,-1871.584555985538,22.0
google,Google Pixel 9 Pro Fold,1799.0,512,16,814.622433693806,2318.9884301306943,-2590.00501251393,22.0
google,Google Pixel 9 Pro XL,1319.0,1000,16,669.1533088215604,2327.0160837183385,-1898.9530914429533,22.0
samsung,Samsung Galaxy Z Fold4,1799.99,512,12,752.6193423724444,2319.9818522621654,-2591.430307101139,22.0
samsung,Samsung Galaxy Z Fold3 5G,1799.99,512,12,752.6193423724444,2319.9818522621654,-2591.430307101139,22.0
samsung,Samsung Galaxy Z Fold5,1799.99,512,12,752.6193423724444,2319.9818522621654,-2591.430307101139,22.0
samsung,Samsung Galaxy Z Fold5,1799.99,512,12,752.6193423724444,2319.9818522621654,-2591.430307101139,22.0
samsung,Samsung Galaxy Z Fold6,1814.67,512,12,757.0682731081206,2334.7125965954924,-2612.5649783538925,22.0
