phone_brand,phone_model,price_usd,storage,ram,y_hat,a,b,chunk
apple,Apple iPhone 13 mini,427.14,256,4,211.9562494211596,685.5014089829001,-614.9498282630349,5.0
apple,Apple iPhone 11 Pro Max,390.63,256,4,200.89150411056443,648.8652049222894,-562.3866915165738,5.0
apple,Apple iPhone 12,375.84,256,4,196.40923670043836,634.0240803521324,-541.0936541985743,5.0
asus,Asus Zenfone 8,499.71,128,8,296.2524841291929,629.8798041875112,-719.4282405799534,5.0
asus,Asus Zenfone 8,405.14,256,8,267.59203592259234,663.425361616879,-583.2766152139486,5.0
google,Google Pixel 7 Pro,398.6,256,12,327.91314048761865,656.8627548089797,-573.8610327893565,5.0
huawei,Huawei P50 Pro,434.15,256,8,276.3838261570587,692.5356404390734,-625.0420656936759,5.0
huawei,Huawei nova 11,394.19,256,8,264.2735215114443,652.4375107687908,-567.511993264517,5.0
motorola,Motorola Edge 40,362.89,256,8,254.78772232706655,621.0293161071334,-522.4496492446804,5.0
motorola,Motorola Edge 50 Fusion,376.92,256,8,259.03966362281164,635.1078135864643,-542.6485210209842,5.0
nothing,Nothing CMF Phone 1,350.74,256,8,251.10553510373788,608.837317220899,-504.95739749257126,5.0
nothing,Nothing Phone (1),381.63,256,12,322.7702008020311,639.8340946361898,-549.429467996493,5.0
oneplus,OnePlus Nord 2 5G,410.39,256,12,331.48622586729323,668.6935092837704,-590.8349956006624,5.0
oneplus,OnePlus Nord 3,357.87,256,16,377.8726005122657,615.9919634808867,-515.2223979034798,5.0
oneplus,OnePlus 11,432.67,256,12,338.23841774678,691.0505245253594,-622.9113222703737,5.0
oppo,Oppo Reno8,361.56,256,8,254.38465162689977,619.6947186981877,-520.5348595467128,5.0
oppo,Oppo Find X5 Pro,409.19,256,12,331.1225530551126,667.4893612456239,-589.1073657979849,5.0
realme,Realme GT Neo 3,518.39,128,8,301.9136575721378,648.6243753146599,-746.321677841632,5.0
realme,Realme GT 5G,399.59,256,12,328.2131705576677,657.8561769404507,-575.2863273765655,5.0
realme,Realme 11 Pro,361.68,256,12,316.7241402995285,619.8151335020024,-520.7076225269806,5.0
samsung,Samsung Galaxy S10e,345.59,256,8,249.54477261812937,603.669515223853,-497.5429862560806,5.0
samsung,Samsung Galaxy Z Flip4,422.28,256,8,272.7864959232388,680.6246094284064,-607.9529275621913,5.0
samsung,Samsung Galaxy A55,344.52,256,8,249.22049769393504,602.5958165565056,-496.0025163486931,5.0
samsung,Samsung Galaxy A55,379.03,256,12,321.98224304230644,637.2251072202054,-545.6862700906919,5.0
samsung,Samsung Galaxy M55,353.14,256,8,251.83288072809907,611.2456132971921,-508.41265709792617,5.0
samsung,Samsung Galaxy A54,361.8,256,8,254.45738618933584,619.9355483058168,-520.8803855072483,5.0
samsung,Samsung Galaxy S21+ 5G,352.08,256,8,251.51163641067288,610.1819491968294,-506.8865841055611,5.0
samsung,Samsung Galaxy S20 Ultra 5G,383.39,256,12,323.3035875932294,641.6001784254715,-551.9633250404199,5.0
samsung,Samsung Galaxy Z Flip3 5G,347.76,256,8,250.2024142868227,605.8470162595014,-500.6671168159223,5.0
xiaomi,Xiaomi 12T Pro,430.92,256,8,275.4049401709392,689.2944753030621,-620.391862141469,5.0
xiaomi,Xiaomi 12T Pro,390.95,256,12,325.5947263099673,649.1863110657952,-562.8473927972879,5.0
xiaomi,Xiaomi 12T,355.32,256,8,252.49355300356055,613.4331488998253,-511.5511845727902,5.0
xiaomi,Xiaomi 13 Lite,376.92,256,8,259.03966362281164,635.1078135864643,-542.6485210209842,5.0
xiaomi,Xiaomi Redmi Note 11 Pro+ 5G,377.99,256,8,259.363938547006,636.1815122538117,-544.1889909283715,5.0
xiaomi,Xiaomi 12X,389.58,256,8,262.8764117913171,647.8115753889111,-560.8750154392311,5.0
xiaomi,Xiaomi Poco F4 GT,389.58,256,12,325.1795331827277,647.8115753889111,-560.8750154392311,5.0
xiaomi,Xiaomi Mi 10 5G,345.59,256,8,249.54477261812937,603.669515223853,-497.5429862560806,5.0
apple,Apple iPhone 13 mini,342.0,256,4,186.15366339694503,600.0671056763977,-492.3744937630706,5.0
apple,Apple iPhone 12 Pro Max,410.33,256,6,238.0133601395682,668.6333018818631,-590.7486141105287,5.0
apple,Apple iPhone 12 Pro,357.55,256,6,222.0178176171575,615.6708573373809,-514.7616966227657,5.0
apple,Apple iPhone 14 Plus,427.99,256,6,243.36541169215957,686.3543471765873,-616.1735660399314,5.0
google,Google Pixel 8,374.94,256,8,258.43960348271355,633.1209693235223,-539.7979318465664,5.0
htc,HTC U23 Pro,399.0,256,12,328.03436475834553,657.2641374883619,-574.436909390249,5.0
motorola,Motorola Edge 20,375.0,256,8,258.45778712332265,633.1811767254297,-539.8843133367003,5.0
motorola,Motorola Edge 30,495.0,128,8,294.82506834138405,625.1535231377857,-712.6472936044443,5.0
motorola,Motorola Moto G (2022),399.99,256,6,234.87971274127855,658.257559619833,-575.862203977458,5.0
motorola,Motorola Edge 40,359.99,256,8,253.90884636429675,618.1192916816125,-518.2745438882099,5.0
motorola,Motorola Moto G Stylus 5G (2023),399.99,256,6,234.87971274127855,658.257559619833,-575.862203977458,5.0
motorola,Motorola Moto G Stylus 5G (2024),399.99,256,8,266.0312734369839,658.257559619833,-575.862203977458,5.0
nokia,Nokia XR20,490.0,128,6,262.1582042615928,620.136239645508,-705.4488360932883,5.0
nothing,Nothing Phone (2a),349.99,256,12,313.18136098753564,608.0847246970573,-503.87762886589775,5.0
nothing,Nothing Phone (1),349.5,256,12,313.0328612558952,607.5930309148141,-503.17218002980474,5.0
oneplus,OnePlus Nord 2T,359.99,256,12,316.2119677557074,618.1192916816125,-518.2745438882099,5.0
oneplus,OnePlus Nord 2 5G,405.0,256,12,329.85272881924857,663.2848776790952,-583.0750584036361,5.0
oneplus,OnePlus 9RT 5G,419.99,256,8,272.0924869733275,678.3266935889432,-604.6560340220818,5.0
oneplus,OnePlus 12R,429.99,256,16,399.7293365243206,688.3612605734984,-619.0529490443939,5.0
oneplus,OnePlus 8 Pro,425.0,256,12,335.9139423555922,683.3540116482055,-611.8688884482602,5.0
oppo,Oppo Find X5,359.25,256,8,253.68458146345205,617.3767337247552,-517.2091721765587,5.0
oppo,Oppo A96,495.0,128,8,294.82506834138405,625.1535231377857,-712.6472936044443,5.0
oppo,Oppo Reno11,372.72,256,12,320.06993017159016,630.8932954529512,-536.6018167116132,5.0
oppo,Oppo Reno10,428.36,256,8,274.6291048382873,686.7256261550161,-616.7062518957572,5.0
realme,Realme 6 Pro,539.0,128,6,277.00817742563447,669.3056178698282,-775.993719702617,5.0
samsung,Samsung Galaxy S22 Ultra 5G,360.99,256,12,316.51502843252456,619.1227483800681,-519.7142353904412,5.0
samsung,Samsung Galaxy A53 5G,389.0,256,8,262.70063659876314,647.2295705038068,-560.039994367937,5.0
samsung,Samsung Galaxy A53 5G,499.99,128,6,265.1857804229964,630.1607720630786,-719.8313542005778,5.0
samsung,Samsung Galaxy Z Flip4,351.0,256,8,251.18433087971033,609.0982159624973,-505.3317172831514,5.0
samsung,Samsung Galaxy S23,354.9,256,8,252.3662675192973,613.0116970864736,-510.94651414185296,5.0
samsung,Samsung Galaxy Tab S9 FE,349.99,256,8,250.87823959612496,608.0847246970573,-503.87762886589775,5.0
xiaomi,Xiaomi 12 Pro,419.41,256,8,271.91671178077354,677.7446887038391,-603.8210129507878,5.0
xiaomi,Xiaomi 13 Lite,340.0,256,8,247.85066343472135,598.0601922794866,-489.49511075860806,5.0
xiaomi,Xiaomi 12,374.3,256,12,320.54876604096125,632.4787570365108,-538.8765292851384,5.0
apple,Apple iPhone 13 mini,382.38,256,4,198.3912535268227,640.5866871600313,-550.5092366231664,5.0
apple,Apple iPhone 12,343.49,256,4,186.60522380540263,601.5622561570965,-494.5196341013952,5.0
apple,Apple iPhone 12 Pro,419.76,256,6,240.87122232195415,678.0958985482985,-604.3249049765686,5.0
apple,Apple iPhone SE (2022),338.31,256,4,185.0353694994897,596.364350459097,-487.06203211983745,5.0
google,Google Pixel 8a,395.34,256,8,264.62204128978397,653.5914859720148,-569.1676384920828,5.0
google,Google Pixel 7 Pro,358.83,256,12,315.8604173705995,616.955281911404,-516.6045017456216,5.0
honor,Honor 70,355.56,256,8,252.56628756599665,613.6739785074544,-511.8967105333257,5.0
motorola,Motorola Edge 20 Pro,531.44,128,8,305.86859940460204,661.7194852295046,-765.1096519457493,5.0
motorola,Motorola Moto G71 5G,517.18,128,6,270.3953934574837,647.4101927095288,-744.5796511239322,5.0
motorola,Motorola Moto G72,426.45,256,8,274.0502589455664,684.8090238609658,-613.9564411264955,5.0
motorola,Motorola Edge 30 Fusion,374.6,256,8,258.33656285259576,632.7797940460474,-539.3084367358078,5.0
nothing,Nothing Phone (2a),385.35,256,12,323.89758651979105,643.5669535544444,-554.7851203847931,5.0
nothing,Nothing Phone (1),374.6,256,12,320.6396842440064,632.7797940460474,-539.3084367358078,5.0
