phone_brand,phone_model,price_usd,storage,ram,y_hat,a,b,chunk
apple,Apple iPhone 13 mini,467.64,512,4,224.23020683225533,983.0263200749604,-673.2573341033988,8.0
apple,Apple iPhone 11 Pro Max,422.27,512,4,210.48034392505997,937.4994896660337,-607.9385306471692,8.0
apple,Apple iPhone 14,640.0,256,6,307.6173057841695,899.097201816141,-921.4025614279683,8.0
apple,Apple iPhone 14 Plus,681.04,256,6,320.0549159607465,940.2790647207554,-980.4875006795369,8.0
apple,Apple iPhone 13 Pro Max,707.4,256,6,328.0435954016474,966.7301832920429,-1018.4377686783514,8.0
asus,Asus Zenfone 9,723.6,256,16,488.7109818446123,982.9861818070219,-1041.7607710144966,8.0
asus,Asus Zenfone 10,686.87,256,16,477.5795631851174,946.129217272751,-988.8809021375447,8.0
google,Google Pixel 8 Pro,648.24,256,12,403.5692078482591,907.3656850114145,-933.2656194063534,8.0
google,Google Pixel 7 Pro,456.78,512,12,345.5452106648421,972.1287803297334,-657.6222843891677,8.0
honor,Honor Magic5 Pro,647.99,256,12,403.4934426790549,907.1148208368006,-932.9056965307957,8.0
oneplus,OnePlus 10T,680.39,256,16,475.6157299993421,939.6268178667593,-979.5517012030865,8.0
realme,8,410.39,512,12,331.48622586729323,925.5784240883822,-590.8349956006624,8.0
realme,Realme GT Neo 3,637.19,256,8,337.9172659780186,896.2774884934812,-917.3570283066986,8.0
samsung,Samsung Galaxy Note10+,423.07,512,12,335.329035249335,938.302255024798,-609.0902838489542,8.0
samsung,Samsung Galaxy Z Flip4,459.0,512,8,283.9148839759656,974.3564542003047,-660.8183995241211,8.0
samsung,Samsung Galaxy S24,668.52,256,8,347.4121569827008,927.7157868560924,-962.4625630716021,8.0
samsung,Samsung Galaxy Note20 Ultra 5G,729.0,256,8,365.7412667166037,988.4048479786818,-1049.5351051265452,8.0
xiaomi,Xiaomi 13,677.83,256,8,350.2336518838688,937.0579687187131,-975.8660909573747,8.0
xiaomi,Xiaomi Poco F6 Pro,447.2,512,12,342.64188938093355,962.5156651585294,-643.8300397977929,8.0
xiaomi,Xiaomi Poco F5 Pro,431.99,512,12,338.0323364865443,947.2530887750212,-621.9323320488563,8.0
apple,Apple iPhone 13 mini,395.0,512,4,202.21587926825552,910.1352254991516,-568.6781433813243,8.0
apple,Apple iPhone 12 Pro,389.99,512,6,231.8491059731068,905.1079074398897,-561.465288955146,8.0
apple,Apple iPhone 14 Pro Max,686.07,256,6,321.5793111651369,945.3264519139867,-987.7291489357597,8.0
apple,Apple iPhone 13,433.45,512,4,213.868562291876,948.7181355547663,-624.0342816421139,8.0
asus,Asus Zenfone 10,658.0,256,8,344.2239586625841,917.1594223883403,-947.3170084681299,8.0
asus,Asus Zenfone 10,659.0,256,16,469.1332621222226,918.1628790867959,-948.7566999703613,8.0
motorola,Motorola Edge 50 Pro,699.0,256,12,418.95256780349905,958.3011470250165,-1006.3443600596091,8.0
oppo,Oppo Find X3 Neo,660.0,256,12,407.13320140762914,919.1663357852515,-950.1963914725924,8.0
samsung,Samsung Galaxy S22 Ultra 5G,384.95,512,12,323.77636224906416,900.0504856796738,-554.2092437839008,8.0
samsung,Samsung Galaxy Z Fold3 5G,399.95,512,12,328.3222724013219,915.1023361565066,-575.8046163173688,8.0
samsung,Samsung Galaxy S24,719.99,256,8,363.010690018481,979.3637031255979,-1036.5634846914422,8.0
samsung,Samsung Galaxy S24 FE,649.99,256,8,341.79644264127853,909.1217342337118,-935.7850795352581,8.0
