phone_brand,phone_model,price_usd,storage,ram,y_hat,a,b,chunk
apple,Apple iPhone 14,741.67,512,6,338.429484796172,1258.0035591527248,-1067.7759964598145,11.0
apple,Apple iPhone 15 Pro,967.24,256,8,437.9424423615284,1227.4683718187237,-1392.5272086181064,11.0
apple,Apple iPhone 16,1024.92,256,8,455.4229822003432,1285.347754185638,-1475.5686144668023,11.0
apple,Apple iPhone 13 Pro Max,732.84,512,6,335.75345901987635,1249.143036505363,-1055.0635204951132,11.0
asus,Asus Zenfone 10,762.47,512,16,500.490950352496,1278.8754584805997,-1097.7215797062236,11.0
google,Google Pixel 8 Pro,756.43,512,12,436.3573424731096,1272.8145800219281,-1089.025843032747,11.0
oppo,Oppo Find N2 Flip,755.99,512,16,498.5271171667207,1272.373059074608,-1088.3923787717654,11.0
samsung,Samsung Galaxy S24,755.89,512,8,373.8905683162177,1272.2727134047623,-1088.2484096215424,11.0
samsung,Samsung Galaxy Z Flip6,729.01,512,12,428.04741871478257,1245.299797350278,-1049.5495020415674,11.0
samsung,Samsung Galaxy S23,700.34,512,8,357.0555477190235,1216.5306938055583,-1008.2735466725991,11.0
samsung,Samsung Galaxy S21 Ultra 5G,755.99,512,16,498.5271171667207,1272.373059074608,-1088.3923787717654,11.0
vivo,vivo V40,732.18,512,12,429.008121060293,1248.4807550843823,-1054.1133241036403,11.0
xiaomi,Xiaomi 14,752.25,512,12,435.0905488440138,1268.6201310223844,-1083.0079325534207,11.0
xiaomi,Xiaomi 14T,701.89,512,12,419.82841315950066,1218.0860516881646,-1010.5050685010574,11.0
apple,Apple iPhone 16 Pro,999.99,256,8,447.8676795272909,1260.3315786931416,-1439.677105316178,11.0
apple,Apple iPhone 14 Pro Max,999.99,256,6,416.7161188315856,1260.3315786931416,-1439.677105316178,11.0
apple,Apple iPhone 15,716.99,512,6,330.94994729232417,1233.2382478348427,-1032.2444101847482,11.0
apple,Apple iPhone 15 Plus,726.75,512,6,333.9078194980598,1243.0319852117689,-1046.2957992465251,11.0
apple,Apple iPhone 15 Pro,999.99,256,8,447.8676795272909,1260.3315786931416,-1439.677105316178,11.0
asus,Asus Zenfone 11 Ultra,699.99,512,16,481.5557192649587,1216.179483961099,-1007.7696546468179,11.0
google,Google Pixel 8 Pro,999.0,256,12,509.87077084865257,1259.3381565616708,-1438.251810728969,11.0
honor,Honor Magic5 Pro,999.0,256,12,509.87077084865257,1259.3381565616708,-1438.251810728969,11.0
huawei,Huawei Mate 50 Pro,699.99,512,8,356.94947648213747,1216.179483961099,-1007.7696546468179,11.0
motorola,Motorola Edge 30 Pro,999.0,256,8,447.56764945724194,1259.3381565616708,-1438.251810728969,11.0
motorola,Motorola Edge 30 Pro,999.99,256,8,447.8676795272909,1260.3315786931416,-1439.677105316178,11.0
motorola,Motorola Edge 30 Ultra,990.0,256,8,444.8401033658874,1250.3070462755713,-1425.2945872088885,11.0
motorola,Motorola Edge 30 Ultra,990.0,256,12,507.1432247572979,1250.3070462755713,-1425.2945872088885,11.0
samsung,Samsung Galaxy S22+ 5G,999.99,256,8,447.8676795272909,1260.3315786931416,-1439.677105316178,11.0
samsung,Samsung Galaxy Z Flip4,999.99,256,8,447.8676795272909,1260.3315786931416,-1439.677105316178,11.0
samsung,Samsung Galaxy S24 Ultra,729.95,512,12,428.33229575099074,1246.2430466468263,-1050.902812053665,11.0
samsung,Samsung Galaxy S24 FE,709.99,512,8,359.98008325030924,1226.214050945654,-1022.16656966913,11.0
samsung,Samsung Galaxy S24 FE,709.99,512,8,359.98008325030924,1226.214050945654,-1022.16656966913,11.0
samsung,Samsung Galaxy Z Flip3 5G,999.99,256,8,447.8676795272909,1260.3315786931416,-1439.677105316178,11.0
zte,ZTE nubia Red Magic 9S Pro,749.0,512,16,496.40872303576873,1265.3588967524038,-1078.3289351711692,11.0
asus,Asus ROG Phone 6,1096.59,128,12,539.446462299241,1228.8230383616385,-1578.7513044317118,11.0
google,Google Pixel 8 Pro,750.5,512,12,434.5601926595838,1266.8640818000872,-1080.4884724245157,11.0
huawei,Huawei Mate 50 Pro,745.32,512,8,370.6872169622601,1261.6661761020875,-1073.0308704429583,11.0
motorola,Motorola Razr 50,714.75,512,12,423.7257734633696,1230.9905048303026,-1029.0195012197505,11.0
samsung,Samsung Galaxy S24,777.71,512,8,380.5033522843686,1294.1681385650613,-1119.6624782002268,11.0
xiaomi,Xiaomi 13 Pro,989.84,256,8,444.7916136575966,1250.1464932038182,-1425.0642365685314,11.0
