phone_brand,phone_model,price_usd,storage,ram,y_hat,a,b,chunk
apple,Apple iPhone 14 Plus,802.97,512,6,357.0071042850651,1319.515454768048,-1156.029085546587,12.0
apple,Apple iPhone 14 Pro,861.69,512,6,374.80282722776985,1378.4384321013558,-1240.5677705576034,12.0
apple,Apple iPhone 14 Pro Max,876.94,512,6,379.4245025492319,1393.7411467528027,-1262.523065966629,12.0
apple,Apple iPhone 15,828.35,512,6,364.6987842626851,1344.983185774849,-1192.568455873215,12.0
asus,Asus Zenfone 11 Ultra,808.92,512,16,514.568118790654,1325.4860221238582,-1164.5952499848627,12.0
google,Google Pixel 9 Pro,1098.93,256,16,602.458745674404,1359.6135844383302,-1582.120182546933,12.0
google,Google Pixel 9 Pro XL,1037.84,256,16,583.9447689276425,1298.312414729683,-1494.169428675629,12.0
honor,Honor Magic6 Pro,860.12,512,12,467.78170405228286,1376.863005084781,-1238.3074548991003,12.0
huawei,Huawei nova 11 Pro,805.67,512,8,388.9769288081768,1322.224787853878,-1159.9162526026114,12.0
motorola,Motorola Razr 50 Ultra,1078.92,256,12,534.0913801398815,1339.5344159022359,-1553.3119555872872,12.0
samsung,Samsung Galaxy S24+,863.63,512,12,468.8454470279112,1380.3851380963595,-1243.3607720719317,12.0
samsung,Samsung Galaxy S24 FE,873.72,512,8,409.60020786558584,1390.5100161837756,-1257.8872593294445,12.0
samsung,Samsung Galaxy S23+,863.99,512,8,406.65142748015467,1380.7463825078034,-1243.8790610127348,12.0
samsung,Samsung Galaxy S23 Ultra,808.92,512,12,452.26499739924327,1325.4860221238582,-1164.5952499848627,12.0
xiaomi,Xiaomi 13,1056.22,256,12,527.2119027761315,1316.7559488472953,-1520.6309584866385,12.0
xiaomi,Xiaomi 14T Pro,825.55,512,12,457.304896454713,1342.1735070191735,-1188.5373196669677,12.0
zte,ZTE nubia Red Magic 9S Pro,808.92,512,16,514.568118790654,1325.4860221238582,-1164.5952499848627,12.0
apple,Apple iPhone 15 Pro Max,788.95,512,8,383.90975429179366,1305.4469918557015,-1135.8446106853057,12.0
apple,Apple iPhone 15 Pro,827.5,512,8,395.5927433830958,1344.1302475811615,-1191.3447180963185,12.0
asus,Asus Zenfone 10,814.0,512,16,516.1076670288853,1330.5835821520122,-1171.9088828161973,12.0
google,Google Pixel 9 Pro,1082.97,256,16,597.6218972724017,1343.5984155309802,-1559.142706171323,12.0
google,Google Pixel 9 Pro XL,1059.89,256,16,590.6272568514613,1320.4386349306274,-1525.9146262998274,12.0
honor,Honor Magic6 Pro,845.0,512,12,463.19942661880714,1361.6907398041333,-1216.5393193853645,12.0
oneplus,OnePlus 12,799.99,512,16,511.8617869466766,1316.5251538066502,-1151.7388048699381,12.0
oppo,Oppo Find X5 Pro,1070.0,256,12,531.3880789026723,1330.5835821520127,-1540.4699073873849,12.0
oppo,Oppo Find N3 Flip,849.0,512,12,464.41166932607587,1365.7045665979554,-1222.298085394289,12.0
samsung,Samsung Galaxy Z Flip4,809.99,512,8,390.286150932027,1326.5597207912058,-1166.1357198922503,12.0
samsung,Samsung Galaxy Z Fold4,848.0,512,12,464.1086086492587,1364.7011098994997,-1220.8583938920583,12.0
samsung,Samsung Galaxy S24,779.99,512,8,381.1943306275117,1296.4560198375402,-1122.944974825314,12.0
samsung,Samsung Galaxy S23,859.99,512,8,405.43918477288594,1376.7325557139816,-1238.12029500381,12.0
samsung,Samsung Galaxy Note20 Ultra 5G,779.46,512,12,443.33682986020926,1295.924187787359,-1122.1819383291318,12.0
sony,Sony Xperia 1 V,839.0,512,12,461.3810625579041,1355.6699996134003,-1207.9011703719773,12.0
xiaomi,Xiaomi 14,849.5,512,12,464.5631996644844,1366.2062949471833,-1223.0179311454049,12.0
apple,Apple iPhone 14 Pro,802.35,512,6,356.8192066654385,1318.8933116150054,-1155.1364768152039,12.0
apple,Apple iPhone 15,843.18,512,6,369.1931740998839,1359.864448612944,-1213.9190808513035,12.0
apple,Apple iPhone 15 Plus,842.52,512,6,368.9931540531845,1359.2021671919636,-1212.9688844598313,12.0
apple,Apple iPhone 16,1035.66,256,8,458.67785386935975,1296.1248791270498,-1491.030901200765,12.0
asus,Asus ROG Phone 5,1165.28,128,12,560.263700189813,1297.7504789785482,-1677.6437137199734,12.0
google,Google Pixel 9,1035.66,256,12,520.9809752607704,1296.1248791270498,-1491.030901200765,12.0
motorola,Motorola Razr 50 Ultra,1042.38,256,12,523.0175430089819,1302.868108140671,-1500.7056280957588,12.0
sony,Sony Xperia 1 IV,877.53,512,12,473.0579904356699,1394.3331862048913,-1263.3724839529455,12.0
xiaomi,Xiaomi Poco X6,824.38,512,12,456.9503154628369,1340.9994626819805,-1186.852880609357,12.0
zte,ZTE nubia Red Magic 9 Pro,841.23,512,16,524.3600092586171,1357.9077080509564,-1211.111682421953,12.0
zte,ZTE nubia Red Magic 9S Pro,854.2,512,16,528.2907062369359,1370.9225414299242,-1229.7844812058918,12.0
huawei,Huawei Pura 70,806.99,512,12,451.68009029298616,1323.5493506958392,-1161.8166453855565,12.0
